contract,mode,status,evm-coverage,bugtypes,total_time,crashes -,hardcoded address,wall clock time (h:)m:ss,time,total_hangs,queue - Number of unique TX sequences,total_crashes,average_execs_per_sec,bugs,total_execs_done,cumulative_execs_per_sec,log
CryptoBets,mode-2AT,success,38.629737609329446,1,600,0,17,10:15.31,600,5,209,0,3220,,1932341,3220,<NO LOG>
CryptoBets,mode-2AT,success,40.670553935860056,1,600,0,17,10:19.69,600,6,258,0,17514,,10508866,17514,<NO LOG>
CryptoBets,mode-2AT,success,40.96209912536443,1,600,0,17,10:20.42,600,3,304,0,19318,,11591200,19318,<NO LOG>
CryptoBets,mode-2AT,success,39.50437317784257,1,600,0,17,10:15.75,600,5,293,0,18251,,10950945,18251,<NO LOG>
CryptoBets,mode-2AT,success,41.10787172011661,1,600,0,17,10:23.08,600,4,221,0,9866,,5919872,9866,<NO LOG>
CryptoBets,mode-2AT,success,42.12827988338192,1,600,0,17,10:19.27,600,5,290,0,16436,,9861880,16436,<NO LOG>
CryptoBets,mode-2AT,success,42.27405247813411,1,600,0,17,10:23.89,600,4,303,0,16551,,9931169,16551,<NO LOG>
CryptoBets,mode-2AT,success,39.795918367346935,1,600,0,17,10:13.92,600,3,209,0,4524,,2714609,4524,<NO LOG>
CryptoBets,mode-2AT,success,37.90087463556851,1,600,0,17,10:15.90,600,3,173,0,2245,,1347186,2245,<NO LOG>
CryptoBets,mode-2AT,success,42.857142857142854,1,600,0,17,10:20.63,600,6,318,0,16160,,9696388,16160,<NO LOG>
CryptoBets,mode-2AT,success,39.795918367346935,1,600,0,17,10:18.95,600,8,281,0,15213,,9128337,15213,<NO LOG>
CryptoBets,mode-2AT,success,37.46355685131195,1,600,0,17,10:14.09,600,3,180,0,3560,,2136008,3560,<NO LOG>
CryptoBets,mode-2AT,success,39.50437317784257,1,600,0,17,10:14.23,600,5,247,0,12078,,7247344,12078,<NO LOG>
CryptoBets,mode-2AT,success,42.12827988338192,1,600,0,17,10:22.64,600,5,374,0,19941,,11964851,19941,<NO LOG>
CryptoBets,mode-2AT,success,42.27405247813411,1,600,0,17,10:26.45,600,5,265,0,11209,,6725535,11209,<NO LOG>
CryptoBets,mode-2AT,success,39.795918367346935,1,600,0,17,10:16.71,600,6,279,0,14313,,8587911,14313,<NO LOG>
CryptoBets,mode-2AT,success,39.795918367346935,1,600,0,17,10:17.28,600,6,245,0,9609,,5765456,9609,<NO LOG>
CryptoBets,mode-2AT,success,39.50437317784257,1,600,0,17,10:15.85,600,4,242,0,3847,,2308547,3847,<NO LOG>
CryptoBets,mode-2AT,success,41.690962099125365,1,600,0,17,10:28.45,600,1,341,0,21478,,12887105,21478,<NO LOG>
CryptoBets,mode-2AT,success,41.2536443148688,1,600,0,17,10:21.54,600,8,260,0,9598,,5759260,9598,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:12.27,600,1,117,0,25963,,15578103,25963,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:11.13,600,0,108,0,28160,,16896070,28160,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:16.24,600,3,98,0,15739,,9443688,15739,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:11.80,600,0,123,0,28992,,17395440,28992,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:13.18,600,0,99,0,12242,,7345618,12242,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:10.25,600,0,106,0,31531,,18919095,31531,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:12.14,600,1,144,0,22124,,13274401,22124,<NO LOG>
CryptoBets,mode-aonly,success,38.19241982507288,1,600,0,17,10:10.75,600,0,120,0,14503,,8702071,14503,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:11.98,600,1,106,0,8580,,5148417,8580,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:11.50,600,2,156,0,44710,,26826295,44710,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:13.03,600,4,109,0,22995,,13797023,22995,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:11.38,600,0,116,0,15792,,9475492,15792,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:09.53,600,0,108,0,34638,,20782986,34638,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:14.26,600,7,119,0,15593,,9355935,15593,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:11.46,600,0,110,0,35936,,21562023,35936,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:10.49,600,0,111,0,37611,,22566792,37611,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:13.95,600,4,115,0,15457,,9274409,15457,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:11.32,600,0,122,0,33374,,20024527,33374,<NO LOG>
CryptoBets,mode-aonly,success,39.35860058309038,1,600,0,17,10:12.42,600,1,111,0,28790,,17274516,28790,<NO LOG>
CryptoBets,mode-aonly,success,29.737609329446062,1,600,0,17,10:11.27,600,0,119,0,29711,,17827058,29711,<NO LOG>
CryptoBets,mode-interp,success,30.32069970845481,1,600,0,17,11:21.01,600,4,198,0,2831,,1698852,2831,<NO LOG>
CryptoBets,mode-interp,success,30.466472303206995,1,600,0,17,10:18.87,600,1,206,0,4371,,2622802,4371,<NO LOG>
CryptoBets,mode-interp,success,32.6530612244898,1,600,0,17,10:12.62,600,2,181,0,2406,,1444075,2406,<NO LOG>
CryptoBets,mode-interp,success,29.00874635568513,1,600,0,17,10:18.23,600,2,152,0,1256,,754184,1256,<NO LOG>
CryptoBets,mode-interp,success,30.758017492711367,1,600,0,17,10:16.79,600,2,147,0,2652,,1591644,2652,<NO LOG>
CryptoBets,mode-interp,success,28.86297376093294,1,600,0,17,10:32.68,600,4,184,0,2341,,1404683,2341,<NO LOG>
CryptoBets,mode-interp,success,31.049562682215743,1,600,0,17,10:23.36,600,3,196,0,4064,,2438793,4064,<NO LOG>
CryptoBets,mode-interp,success,33.09037900874635,1,600,0,17,10:16.04,600,2,197,0,2745,,1647013,2745,<NO LOG>
CryptoBets,mode-interp,success,31.049562682215743,1,600,0,17,10:14.71,600,0,180,0,3909,,2345686,3909,<NO LOG>
CryptoBets,mode-interp,success,31.341107871720116,1,600,0,17,10:26.49,600,3,211,0,3251,,1950705,3251,<NO LOG>
CryptoBets,mode-interp,success,29.737609329446062,1,600,0,17,10:16.79,600,3,190,0,4145,,2487432,4145,<NO LOG>
CryptoBets,mode-interp,success,29.300291545189502,1,600,0,17,10:15.71,600,2,167,0,3464,,2078605,3464,<NO LOG>
CryptoBets,mode-interp,success,30.32069970845481,1,600,0,17,10:20.91,600,2,177,0,3986,,2391610,3986,<NO LOG>
CryptoBets,mode-interp,success,32.6530612244898,1,600,0,17,10:13.86,600,2,161,0,1940,,1164171,1940,<NO LOG>
CryptoBets,mode-interp,success,31.049562682215743,1,600,0,17,10:14.77,600,0,198,0,4822,,2893701,4822,<NO LOG>
CryptoBets,mode-interp,success,29.44606413994169,1,600,0,17,10:21.30,600,4,148,0,2938,,1762947,2938,<NO LOG>
CryptoBets,mode-interp,success,30.029154518950435,1,600,0,17,10:28.80,600,5,199,0,3157,,1894717,3157,<NO LOG>
CryptoBets,mode-interp,success,32.069970845481045,1,600,0,17,10:12.89,600,0,191,0,1222,,733640,1222,<NO LOG>
CryptoBets,mode-interp,success,30.466472303206995,1,600,0,17,10:18.16,600,4,178,0,3527,,2116609,3527,<NO LOG>
CryptoBets,mode-interp,success,32.79883381924198,1,600,0,17,10:35.56,600,2,189,0,4454,,2672434,4454,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:15.10,600,0,363,0,10903,,6541810,10903,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:20.69,600,0,378,0,7669,,4601472,7669,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:14.77,600,0,369,0,12202,,7321223,12202,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:14.84,600,0,340,0,10022,,6013615,10022,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:15.28,600,0,367,0,11798,,7079021,11798,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:16.65,600,0,333,0,9392,,5635485,9392,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:14.83,600,0,390,0,10965,,6579447,10965,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:14.67,600,0,368,0,13656,,8193987,13656,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:14.43,600,0,328,0,11587,,6952320,11587,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:20.83,600,0,374,0,6063,,3638120,6063,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:19.29,600,0,357,0,6518,,3910952,6518,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:15.42,600,0,345,0,8676,,5205967,8676,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:16.37,600,0,375,0,10874,,6524455,10874,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:15.83,600,0,357,0,10122,,6073513,10122,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:14.53,600,0,367,0,12892,,7735204,12892,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:16.36,600,0,358,0,11194,,6716733,11194,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:16.18,600,0,326,0,9298,,5578959,9298,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:13.80,600,0,301,0,11332,,6799423,11332,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:15.22,600,0,336,0,11230,,6738331,11230,<NO LOG>
CryptoBets,mode-monly,success,45.04373177842565,1,600,0,17,10:17.68,600,0,326,0,8731,,5238958,8731,<NO LOG>
IMBTC,mode-2AT,success,52.80701754385965,1,600,0,1,10:08.46,600,0,279,0,33880,,20328501,33880,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.59,600,0,296,0,34220,,20532184,34220,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:07.86,600,0,264,0,35334,,21200632,35334,<NO LOG>
IMBTC,mode-2AT,success,52.280701754385966,1,600,0,1,10:07.80,600,0,252,0,35171,,21102812,35171,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:07.71,600,0,260,0,35698,,21418869,35698,<NO LOG>
IMBTC,mode-2AT,success,52.63157894736842,1,600,0,1,10:07.83,600,0,251,0,34581,,20749080,34581,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.73,600,0,287,0,34665,,20799595,34665,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:07.94,600,0,273,0,36147,,21688524,36147,<NO LOG>
IMBTC,mode-2AT,success,52.45614035087719,1,600,0,1,10:08.32,600,0,267,0,34071,,20442666,34071,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.90,600,0,301,0,34153,,20492374,34153,<NO LOG>
IMBTC,mode-2AT,success,52.10526315789473,1,600,0,1,10:07.89,600,0,230,0,35733,,21440371,35733,<NO LOG>
IMBTC,mode-2AT,success,52.10526315789473,1,600,0,1,10:07.58,600,0,248,0,35944,,21566561,35944,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.67,600,0,296,0,34244,,20546823,34244,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.35,600,0,285,0,34999,,20999580,34999,<NO LOG>
IMBTC,mode-2AT,success,52.10526315789473,1,600,0,1,10:07.83,600,0,230,0,30794,,18476558,30794,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.11,600,0,282,0,34616,,20769851,34616,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:07.58,600,0,232,0,35707,,21424569,35707,<NO LOG>
IMBTC,mode-2AT,success,51.75438596491228,1,600,0,1,10:07.74,600,0,236,0,32990,,19794095,32990,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.49,600,0,277,0,35091,,21054752,35091,<NO LOG>
IMBTC,mode-2AT,success,53.33333333333333,1,600,0,1,10:08.13,600,0,254,0,32167,,19300772,32167,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.44,600,0,74,0,27379,,16427881,27379,<NO LOG>
IMBTC,mode-aonly,success,51.40350877192982,1,600,0,1,10:06.41,600,0,83,0,26725,,16035161,26725,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.32,600,0,69,0,26864,,16118749,26864,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.41,600,0,79,0,26747,,16048605,26747,<NO LOG>
IMBTC,mode-aonly,success,51.40350877192982,1,600,0,1,10:06.10,600,0,83,0,39961,,23976761,39961,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.33,600,0,81,0,26817,,16090774,26817,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.20,600,0,75,0,27674,,16604817,27674,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.36,600,0,76,0,26504,,15902870,26504,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.55,600,0,86,0,26751,,16051033,26751,<NO LOG>
IMBTC,mode-aonly,success,51.57894736842105,1,600,0,1,10:06.06,600,0,80,0,27373,,16423996,27373,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.22,600,0,92,0,28176,,16906163,28176,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.51,600,0,78,0,27255,,16353567,27255,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.10,600,0,76,0,27153,,16291863,27153,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.22,600,0,72,0,27728,,16637111,27728,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.51,600,0,75,0,26395,,15837468,26395,<NO LOG>
IMBTC,mode-aonly,success,50.87719298245614,1,600,0,1,10:06.22,600,0,86,0,27231,,16338780,27231,<NO LOG>
IMBTC,mode-aonly,success,51.57894736842105,1,600,0,1,10:06.04,600,0,69,0,26570,,15942392,26570,<NO LOG>
IMBTC,mode-aonly,success,52.45614035087719,1,600,0,1,10:06.51,600,0,66,0,26751,,16051122,26751,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.60,600,0,78,0,26744,,16046795,26744,<NO LOG>
IMBTC,mode-aonly,success,52.98245614035088,1,600,0,1,10:06.34,600,0,89,0,40644,,24386631,40644,<NO LOG>
IMBTC,mode-interp,success,34.56140350877193,1,600,0,1,10:07.41,600,0,160,0,6880,,4128172,6880,<NO LOG>
IMBTC,mode-interp,success,38.24561403508772,1,600,0,1,10:06.98,600,0,164,0,6973,,4184381,6973,<NO LOG>
IMBTC,mode-interp,success,36.666666666666664,1,600,0,1,10:07.07,600,0,154,0,7647,,4588440,7647,<NO LOG>
IMBTC,mode-interp,success,35.26315789473684,1,600,0,1,10:07.19,600,0,156,0,6220,,3732123,6220,<NO LOG>
IMBTC,mode-interp,success,38.24561403508772,1,600,0,1,10:07.46,600,0,180,0,6880,,4128187,6880,<NO LOG>
IMBTC,mode-interp,success,36.84210526315789,1,600,0,1,10:07.90,600,0,177,0,6915,,4149279,6915,<NO LOG>
IMBTC,mode-interp,success,37.01754385964912,1,600,0,1,10:07.26,600,0,176,0,7438,,4463250,7438,<NO LOG>
IMBTC,mode-interp,success,37.54385964912281,1,600,0,1,10:06.48,600,0,143,0,7136,,4281792,7136,<NO LOG>
IMBTC,mode-interp,success,38.59649122807017,1,600,0,1,10:06.78,600,0,151,0,6526,,3916048,6526,<NO LOG>
IMBTC,mode-interp,success,36.666666666666664,1,600,0,1,10:07.23,600,0,158,0,7238,,4342872,7238,<NO LOG>
IMBTC,mode-interp,success,35.78947368421053,1,600,0,1,10:07.30,600,0,163,0,6926,,4155737,6926,<NO LOG>
IMBTC,mode-interp,success,40.0,1,600,0,1,10:06.62,600,0,140,0,6903,,4142190,6903,<NO LOG>
IMBTC,mode-interp,success,36.84210526315789,1,600,0,1,10:07.06,600,0,166,0,7357,,4414691,7357,<NO LOG>
IMBTC,mode-interp,success,36.14035087719298,1,600,0,1,10:07.41,600,0,132,0,5763,,3458096,5763,<NO LOG>
IMBTC,mode-interp,success,36.31578947368421,1,600,0,1,10:09.11,600,0,167,0,6418,,3851257,6418,<NO LOG>
IMBTC,mode-interp,success,34.03508771929825,1,600,0,1,10:06.28,600,0,140,0,8737,,5242306,8737,<NO LOG>
IMBTC,mode-interp,success,33.859649122807014,1,600,0,1,10:08.98,600,0,170,0,5180,,3108564,5180,<NO LOG>
IMBTC,mode-interp,success,35.614035087719294,1,600,0,1,10:11.41,600,0,191,0,6177,,3706622,6177,<NO LOG>
IMBTC,mode-interp,success,35.26315789473684,1,600,0,1,10:06.54,600,0,132,0,6977,,4186353,6977,<NO LOG>
IMBTC,mode-interp,success,38.421052631578945,1,600,0,1,10:07.49,600,0,172,0,7310,,4386287,7310,<NO LOG>
IMBTC,mode-monly,success,35.43859649122807,1,600,0,1,10:12.16,600,0,177,0,14859,,8915570,14859,<NO LOG>
IMBTC,mode-monly,success,34.56140350877193,1,600,0,1,10:09.65,600,0,139,0,18001,,10800908,18001,<NO LOG>
IMBTC,mode-monly,success,38.59649122807017,1,600,0,1,10:09.47,600,0,186,0,20216,,12129721,20216,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:14.20,600,0,161,0,16362,,9817641,16362,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:13.72,600,0,179,0,14214,,8528647,14214,<NO LOG>
IMBTC,mode-monly,success,39.473684210526315,1,600,0,1,10:08.22,600,0,197,0,23479,,14087438,23479,<NO LOG>
IMBTC,mode-monly,success,35.43859649122807,1,600,0,1,10:07.23,600,0,159,0,24449,,14669699,24449,<NO LOG>
IMBTC,mode-monly,success,35.614035087719294,1,600,0,1,10:11.06,600,0,168,0,18228,,10937095,18228,<NO LOG>
IMBTC,mode-monly,success,35.08771929824561,1,600,0,1,10:09.60,600,0,146,0,19269,,11561675,19269,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:12.11,600,0,172,0,18413,,11048156,18413,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:10.49,600,0,146,0,19662,,11797366,19662,<NO LOG>
IMBTC,mode-monly,success,38.07017543859649,1,600,0,1,10:10.98,600,0,160,0,18199,,10919783,18199,<NO LOG>
IMBTC,mode-monly,success,35.08771929824561,1,600,0,1,10:09.95,600,0,138,0,16774,,10064628,16774,<NO LOG>
IMBTC,mode-monly,success,37.54385964912281,1,600,0,1,10:10.18,600,0,181,0,17438,,10463206,17438,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:09.89,600,0,142,0,20142,,12085586,20142,<NO LOG>
IMBTC,mode-monly,success,38.771929824561404,1,600,0,1,10:09.22,600,0,206,0,20499,,12299983,20499,<NO LOG>
IMBTC,mode-monly,success,38.24561403508772,1,600,0,1,10:12.01,600,0,204,0,14610,,8766067,14610,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:10.98,600,0,153,0,18529,,11117755,18529,<NO LOG>
IMBTC,mode-monly,success,36.49122807017544,1,600,0,1,10:09.38,600,0,156,0,19612,,11767594,19612,<NO LOG>
IMBTC,mode-monly,success,35.78947368421053,1,600,0,1,10:12.49,600,0,177,0,15938,,9563399,15938,<NO LOG>
PackSale,mode-2AT,success,75.6972111553785,1,600,0,1,10:07.95,600,0,183,0,22987,,13792550,22987,<NO LOG>
PackSale,mode-2AT,success,75.6972111553785,1,600,0,1,10:08.85,600,0,186,0,26806,,16083630,26806,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.17,600,0,164,0,25659,,15395765,25659,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:07.92,600,0,187,0,20494,,12296857,20494,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:07.76,600,0,168,0,25830,,15498123,25830,<NO LOG>
PackSale,mode-2AT,success,75.6972111553785,1,600,0,1,10:08.23,600,0,181,0,26505,,15903156,26505,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.16,600,0,145,0,24064,,14438897,24064,<NO LOG>
PackSale,mode-2AT,success,75.6972111553785,1,600,0,1,10:07.62,600,0,178,0,23904,,14342486,23904,<NO LOG>
PackSale,mode-2AT,success,75.6972111553785,1,600,0,1,10:08.08,600,0,161,0,24257,,14554562,24257,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.28,600,0,168,0,25701,,15420890,25701,<NO LOG>
PackSale,mode-2AT,success,75.6972111553785,1,600,0,1,10:07.93,600,0,150,0,26947,,16168614,26947,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.24,600,0,183,0,26869,,16121937,26869,<NO LOG>
PackSale,mode-2AT,success,75.2988047808765,1,600,0,1,10:08.20,600,0,173,0,22692,,13615702,22692,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.07,600,0,169,0,25649,,15389978,25649,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.17,600,0,158,0,22490,,13494270,22490,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:07.91,600,0,154,0,25751,,15450837,25751,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.22,600,0,169,0,25444,,15266909,25444,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:08.09,600,0,178,0,22983,,13789992,22983,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:07.88,600,0,167,0,23814,,14288653,23814,<NO LOG>
PackSale,mode-2AT,success,74.9003984063745,1,600,0,1,10:07.79,600,0,149,0,24603,,14762054,24603,<NO LOG>
PackSale,mode-aonly,success,58.56573705179284,1,600,0,1,10:06.84,600,0,63,0,29680,,17808079,29680,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:07.09,600,0,57,0,27893,,16736069,27893,<NO LOG>
PackSale,mode-aonly,success,57.76892430278885,1,600,0,1,10:06.44,600,0,39,0,30065,,18039429,30065,<NO LOG>
PackSale,mode-aonly,success,57.76892430278885,1,600,0,1,10:06.74,600,0,42,0,29038,,17422866,29038,<NO LOG>
PackSale,mode-aonly,success,59.76095617529881,1,600,0,1,10:07.13,600,0,60,0,28840,,17304428,28840,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:06.53,600,0,68,0,30364,,18218839,30364,<NO LOG>
PackSale,mode-aonly,success,74.50199203187252,1,600,0,1,10:07.49,600,0,62,0,28122,,16873505,28122,<NO LOG>
PackSale,mode-aonly,success,74.9003984063745,1,600,0,1,10:05.69,600,0,54,0,58649,,35189622,58649,<NO LOG>
PackSale,mode-aonly,success,57.76892430278885,1,600,0,1,10:06.65,600,0,49,0,30494,,18296532,30494,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:07.53,600,0,59,0,29787,,17872311,29787,<NO LOG>
PackSale,mode-aonly,success,58.56573705179284,1,600,0,1,10:06.44,600,0,36,0,29701,,17821159,29701,<NO LOG>
PackSale,mode-aonly,success,72.90836653386455,1,600,0,1,10:07.07,600,0,50,0,28234,,16940539,28234,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:06.84,600,0,51,0,28562,,17137437,28562,<NO LOG>
PackSale,mode-aonly,success,57.76892430278885,1,600,0,1,10:06.49,600,0,41,0,29901,,17940814,29901,<NO LOG>
PackSale,mode-aonly,success,59.76095617529881,1,600,0,1,10:06.63,600,0,62,0,30035,,18021045,30035,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:06.86,600,0,51,0,28805,,17283207,28805,<NO LOG>
PackSale,mode-aonly,success,58.56573705179284,1,600,0,1,10:06.71,600,0,47,0,29429,,17657744,29429,<NO LOG>
PackSale,mode-aonly,success,74.50199203187252,1,600,0,1,10:06.80,600,0,60,0,29455,,17673447,29455,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:06.10,600,0,69,0,59277,,35566280,59277,<NO LOG>
PackSale,mode-aonly,success,75.2988047808765,1,600,0,1,10:06.96,600,0,58,0,27973,,16784209,27973,<NO LOG>
PackSale,mode-interp,success,59.76095617529881,1,600,0,1,10:12.06,600,6,174,0,7285,,4371044,7285,<NO LOG>
PackSale,mode-interp,success,64.9402390438247,1,600,0,1,10:09.95,600,5,100,0,6822,,4093429,6822,<NO LOG>
PackSale,mode-interp,success,63.34661354581674,1,600,0,1,10:09.88,600,5,166,0,7246,,4347754,7246,<NO LOG>
PackSale,mode-interp,success,66.53386454183267,1,600,0,1,10:17.16,600,1,173,0,6685,,4011410,6685,<NO LOG>
PackSale,mode-interp,success,62.549800796812754,1,600,0,1,10:10.04,600,3,136,0,6721,,4033111,6721,<NO LOG>
PackSale,mode-interp,success,67.72908366533865,1,600,0,1,10:13.45,600,11,161,0,7189,,4313666,7189,<NO LOG>
PackSale,mode-interp,success,68.12749003984064,1,600,0,1,10:09.89,600,5,132,0,7725,,4635390,7725,<NO LOG>
PackSale,mode-interp,success,66.93227091633467,1,600,0,1,10:13.98,600,4,144,0,7687,,4612548,7687,<NO LOG>
PackSale,mode-interp,success,66.93227091633467,1,600,0,1,10:10.30,600,2,150,0,8065,,4839169,8065,<NO LOG>
PackSale,mode-interp,success,66.53386454183267,1,600,0,1,10:12.48,600,4,179,0,6241,,3744877,6241,<NO LOG>
PackSale,mode-interp,success,62.94820717131475,1,600,0,1,10:09.27,600,7,125,0,6860,,4116377,6860,<NO LOG>
PackSale,mode-interp,success,66.13545816733068,1,600,0,1,10:16.28,600,11,179,0,6400,,3840192,6400,<NO LOG>
PackSale,mode-interp,success,65.33864541832669,1,600,0,1,10:23.32,600,9,178,0,6525,,3915093,6525,<NO LOG>
PackSale,mode-interp,success,62.151394422310766,1,600,0,1,10:11.22,600,6,155,0,7903,,4742187,7903,<NO LOG>
PackSale,mode-interp,success,66.53386454183267,1,600,0,1,10:12.54,600,6,146,0,7602,,4561664,7602,<NO LOG>
PackSale,mode-interp,success,63.74501992031873,1,600,0,1,10:08.00,600,3,137,0,7457,,4474217,7457,<NO LOG>
PackSale,mode-interp,success,68.52589641434264,1,600,0,1,10:12.81,600,7,182,0,7206,,4324016,7206,<NO LOG>
