contract,mode,status,hardcoded address,crashes -,total_execs_done,crashes - Number of unique TX sequences,bugtypes,time,bugs,queue - Number of unique TX sequences,cumulative_execs_per_sec,wall clock time (h:)m:ss,evm-coverage,total_crashes,average_execs_per_sec,total_hangs,total_time,log
multi_man_complex_9,mode-aonly,success,1,0,983878353,,1,28800,,116,34162,8:00:09,63.020833333333336,0,34162,0,28800,<NO LOG>
multi_man_complex_9,mode-aonly,success,1,0,1043607274,,1,28800,,132,36236,8:00:09,63.020833333333336,0,36236,0,28800,<NO LOG>
multi_man_complex_9,mode-aonly,success,1,0,1171282651,,1,28800,,115,40669,8:00:09,59.375,0,40669,0,28800,<NO LOG>
multi_man_complex_9,mode-aonly,success,1,0,735388238,,1,28800,,128,25534,8:00:10,64.0625,0,25534,0,28800,<NO LOG>
multi_man_complex_9,mode-aonly,success,1,0,839493890,,1,28800,,113,29149,8:00:09,63.020833333333336,0,29149,0,28800,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,7048683,1,1,287,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",137,24559,4:57.98,80.20833333333334,2,24559,0,287,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,3420235,1,1,136,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,118,25148,2:26.06,78.125,1,25148,0,136,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,512031356,1,1,23645,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,250,21654,6:34:19,92.70833333333334,1,21654,0,23645,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,8270742,1,1,426,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,191,19414,7:19.33,83.33333333333334,1,19414,0,426,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,26120193,1,1,1178,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",244,22173,19:53.26,87.5,2,22173,0,1178,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,11402155,1,1,482,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,161,23655,8:14.53,78.125,1,23655,0,482,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,3241221,1,1,129,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,125,25125,2:19.23,77.08333333333334,1,25125,0,129,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,3451401,1,1,140,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,125,24652,2:30.88,78.125,1,24652,0,140,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,6008649,1,1,244,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",162,24625,4:15.33,85.9375,2,24625,0,244,<NO LOG>
multi_man_complex_9,mode-monly,success,1,,3135846,1,1,149,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",145,21045,2:40.62,79.16666666666667,2,21045,0,149,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,677105958,,1,28800,,260,23510,8:00:12,80.20833333333334,0,23510,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,837824962,,1,28800,,247,29091,8:00:12,80.20833333333334,0,29091,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,706990515,,1,28800,,208,24548,8:00:13,80.20833333333334,0,24548,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,823454606,,1,28800,,236,28592,8:00:11,80.20833333333334,0,28592,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,,156904099,1,1,8505,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,232,18448,2:21:58,92.70833333333334,1,18448,0,8505,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,,591790617,1,1,24086,"[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d
[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d",268,24569,6:41:43,92.70833333333334,2,24569,0,24086,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,770985698,,1,28800,,255,26770,8:00:13,80.20833333333334,0,26770,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,502485746,,1,28800,,251,17447,8:00:12,80.20833333333334,0,17447,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,397675518,,1,28800,,180,13808,8:00:14,77.08333333333334,0,13808,0,28800,<NO LOG>
multi_man_complex_9,mode-noabi,success,1,0,822400259,,1,28800,,231,28555,8:00:12,80.20833333333334,0,28555,0,28800,<NO LOG>
multi_simple_10,mode-2AT,success,1,,2882379,1,1,95,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,66,30340,1:43.83,87.61904761904762,1,30340,0,95,<NO LOG>
multi_simple_10,mode-2AT,success,1,,4802498,1,1,175,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,75,27442,3:04.36,87.61904761904762,1,27442,0,175,<NO LOG>
multi_simple_10,mode-2AT,success,1,,4223493,1,1,142,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,80,29742,2:30.66,87.61904761904762,1,29742,0,142,<NO LOG>
multi_simple_10,mode-2AT,success,1,,3638424,1,1,137,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,69,26557,2:25.82,86.66666666666666,1,26557,0,137,<NO LOG>
multi_simple_10,mode-2AT,success,1,,3305698,1,1,121,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,71,27319,2:10.21,87.61904761904762,1,27319,0,121,<NO LOG>
multi_simple_10,mode-2AT,success,1,,2559393,1,1,92,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,60,27819,1:40.94,86.66666666666666,1,27819,0,92,<NO LOG>
multi_simple_10,mode-2AT,success,1,,3232308,1,1,122,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,66,26494,2:10.55,86.66666666666666,1,26494,0,122,<NO LOG>
multi_simple_10,mode-2AT,success,1,,2898255,1,1,103,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,69,28138,1:52.34,86.66666666666666,1,28138,0,103,<NO LOG>
multi_simple_10,mode-2AT,success,1,,3358567,1,1,114,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,66,29461,2:02.38,87.61904761904762,1,29461,0,114,<NO LOG>
multi_simple_10,mode-2AT,success,1,,3144556,1,1,119,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,71,26424,2:07.48,87.61904761904762,1,26424,0,119,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,1142809725,,1,28800,,93,39680,8:00:08,63.80952380952381,0,39680,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,1139800685,,1,28800,,123,39576,8:00:09,75.23809523809524,0,39576,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,1052235857,,1,28800,,81,36535,8:00:07,67.61904761904762,0,36535,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,975653801,,1,28800,,90,33876,8:00:08,63.80952380952381,0,33876,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,1241044374,,1,28800,,120,43091,8:00:08,82.85714285714285,0,43091,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,373220133,,1,28800,,98,12959,8:00:08,67.61904761904762,0,12959,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,,286073260,1,1,8816,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,131,32449,2:27:06,88.57142857142857,1,32449,0,8816,<NO LOG>
multi_simple_10,mode-aonly,success,1,0,1278208977,,1,28800,,115,44382,8:00:08,82.85714285714285,0,44382,0,28800,<NO LOG>
multi_simple_10,mode-aonly,success,1,,378503139,1,1,13642,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,134,27745,3:47:33,88.57142857142857,1,27745,0,13642,<NO LOG>
multi_simple_10,mode-aonly,success,1,,135361074,1,1,5063,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,130,26735,1:24:32,87.61904761904762,1,26735,0,5063,<NO LOG>
multi_simple_10,mode-monly,success,1,,422471,1,1,15,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,51,28164,0:23.61,82.85714285714285,1,28164,0,15,<NO LOG>
multi_simple_10,mode-monly,success,1,,328113,1,1,11,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,46,29828,0:19.85,82.85714285714285,1,29828,0,11,<NO LOG>
multi_simple_10,mode-monly,success,1,,531621,1,1,19,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,52,27980,0:27.99,82.85714285714285,1,27980,0,19,<NO LOG>
multi_simple_10,mode-monly,success,1,,353535,1,1,12,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,48,29461,0:20.60,83.80952380952381,1,29461,0,12,<NO LOG>
multi_simple_10,mode-monly,success,1,,455838,1,1,16,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,43,28489,0:24.65,81.9047619047619,1,28489,0,16,<NO LOG>
multi_simple_10,mode-monly,success,1,,538961,1,1,19,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,47,28366,0:27.69,82.85714285714285,1,28366,0,19,<NO LOG>
multi_simple_10,mode-monly,success,1,,709605,1,1,23,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,65,30852,0:32.10,86.66666666666666,1,30852,0,23,<NO LOG>
multi_simple_10,mode-monly,success,1,,660000,1,1,24,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,50,27500,0:32.66,84.76190476190476,1,27500,0,24,<NO LOG>
multi_simple_10,mode-monly,success,1,,513510,1,1,18,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,49,28528,0:26.37,82.85714285714285,1,28528,0,18,<NO LOG>
multi_simple_10,mode-monly,success,1,,534356,1,1,20,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,57,26717,0:28.35,83.80952380952381,1,26717,0,20,<NO LOG>
multi_simple_10,mode-noabi,success,1,,11814838,1,1,499,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,76,23677,8:27.78,88.57142857142857,1,23677,0,499,<NO LOG>
multi_simple_10,mode-noabi,success,1,,8498032,1,1,370,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,81,22967,6:18.74,88.57142857142857,1,22967,0,370,<NO LOG>
multi_simple_10,mode-noabi,success,1,,9624822,1,1,348,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,76,27657,5:57.02,88.57142857142857,1,27657,0,348,<NO LOG>
multi_simple_10,mode-noabi,success,1,,11292255,1,1,407,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,79,27745,6:56.44,88.57142857142857,1,27745,0,407,<NO LOG>
multi_simple_10,mode-noabi,success,1,,10088720,1,1,367,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,85,27489,6:15.81,88.57142857142857,1,27489,0,367,<NO LOG>
multi_simple_10,mode-noabi,success,1,,8884554,1,1,324,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,81,27421,5:33.51,88.57142857142857,1,27421,0,324,<NO LOG>
multi_simple_10,mode-noabi,success,1,,12160914,1,1,510,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,74,23844,8:39.41,88.57142857142857,1,23844,0,510,<NO LOG>
multi_simple_10,mode-noabi,success,1,,9660789,1,1,378,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,84,25557,6:26.65,88.57142857142857,1,25557,0,378,<NO LOG>
multi_simple_10,mode-noabi,success,1,,11111550,1,1,409,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,77,27167,6:57.63,88.57142857142857,1,27167,0,409,<NO LOG>
multi_simple_10,mode-noabi,success,1,,7536222,1,1,314,[BUG] controlled selfdestruct | selfdestruct to attacker 0xc04689c0c5d48cec7275152b3026b53f6f78d03d,78,24000,5:23.23,88.57142857142857,1,24000,0,314,<NO LOG>
